0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	0.287757	0.0196602	5.19994	0	0	0
0.734613	0.628749	7.22131	1.37179e-16	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	0.221952	0.0246014	3.945	0.00127057	0	74.2445
1.16052	0.494895	7.16623	-0.915459	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996	0.182728	0.0640438	3.41537	0.531653	0.220188	74.2445
1.25769	0.533207	7.15562	0.87569	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	0.169644	0.0649047	3.1154	0.631672	0.220188	1.82606
1.61613	0.595302	7.12971	1.15744	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597	0.152106	0.0581154	2.91729	0.760848	0.165892	1.82606
1.85122	0.562648	5.97844	0.169409	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	0.140264	0.0554869	2.68211	0.696987	0.165892	7.34258
2.16196	0.592432	5.97561	0.256344	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932	0.129862	0.0515594	2.50054	0.650555	0.248883	7.34258
2.3775	0.639356	5.53518	0.357096	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	0.12238	0.0496265	2.34212	0.618134	0.248883	5.69142
2.65274	0.657717	5.53778	0.300094	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654	0.115721	0.0495094	2.21113	0.588047	0.00453914	5.69142
2.91922	0.651988	5.47937	0.0528785	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	0.109961	0.0485771	2.09962	0.557939	0.00453914	0.25665
3.15326	0.649274	5.43359	-0.0168159	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415	0.105735	0.0473112	2.00324	0.53311	1.12433	0.25665
3.43986	0.545035	5.41379	-0.839251	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	0.101373	0.05054	1.91905	0.580441	1.12433	1.3911
3.74349	0.431871	5.3474	-1.52256	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576	0.0976579	0.0731505	1.84429	0.723541	2.23672	1.3911
4.02318	0.516922	5.48004	-0.760847	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	0.0949086	0.0774168	1.77895	0.739625	2.23672	4.02755
4.29661	0.509889	5.46269	-0.716569	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614	0.0930023	0.0825767	1.72015	0.751717	0.324	4.02755
4.55472	0.551293	5.36424	-0.446883	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	0.0912612	0.0840915	1.66617	0.746377	0.324	1.7499
4.73729	0.663812	5.17362	0.121816	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587	0.0886332	0.0815843	1.61642	0.724684	11.955	1.7499
4.98837	0.662875	5.08162	0.0789931	5.20902	0.66599	5.01315	0.679804	5.1727	0.272649	0.086334	0.079386	1.57103	0.705744	11.955	1.22281
5.2876	0.655885	5.15663	0.0161435	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413	0.0841099	0.0777679	1.52913	0.690097	2.85943	1.22281
5.54778	0.661416	5.24997	0.0297616	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868	0.0820752	0.0765827	1.49053	0.676143	2.85943	1.91741
5.84324	0.675077	5.30043	0.0562932	6.022	0.708619	5.78828	0.728072	5.15932	0.372999	0.0809901	0.0756265	1.45494	0.663457	1.75804	1.91741
6.08408	0.602316	5.1687	-0.220813	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793	0.0795396	0.0801214	1.42149	0.661999	1.75804	3.40809
6.33694	0.714298	5.14657	0.160562	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233	0.0780976	0.0791892	1.39024	0.650221	3.73608	3.40809
6.58682	0.745829	5.09876	0.232481	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305	0.0766333	0.0781056	1.361	0.638669	3.73608	0.355817
6.83239	0.743639	5.08711	0.196662	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999	0.0751395	0.0779588	1.33354	0.629306	0.188936	0.355817
7.07338	0.72755	4.95408	0.117531	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269	0.0736808	0.0798725	1.30808	0.623524	0.188936	2.12667
7.28835	0.809947	4.89104	0.328782	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123	0.0727658	0.0793844	1.28437	0.614397	2.69523	2.12667
7.58625	0.820593	5.12574	0.332809	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531	0.0714546	0.0796633	1.26123	0.606574	2.69523	5.2153
7.83795	0.799557	5.12312	0.240343	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469	0.0702159	0.0826192	1.2393	0.602438	0.476145	5.2153
8.08601	0.816854	5.00931	0.251152	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915	0.0690638	0.0864417	1.21856	0.599608	0.476145	2.18209
8.32198	0.834226	4.98585	0.268931	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843	0.0681412	0.0912265	1.19886	0.597892	0.292723	2.18209
8.59533	0.9203	5.17499	0.472815	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226	0.0670886	0.0931291	1.18014	0.59255	0.292723	6.95473
8.83507	0.979201	5.13641	0.578668	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037	0.0661821	0.0942748	1.16221	0.586504	0.746327	6.95473
9.12691	1.01743	5.20236	0.624033	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245	0.0652653	0.0957058	1.14534	0.580928	0.746327	6.79679
9.3659	1.05126	5.16547	0.653194	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082	0.0643301	0.0977195	1.12912	0.576115	0.640065	6.79679
9.64711	1.12312	5.21747	0.774931	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873	0.0636913	0.0988368	1.11388	0.57046	0.640065	4.44007
9.92485	1.25063	5.21927	1.01984	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794	0.0636543	0.0979988	1.09937	0.563092	3.23438	4.44007
10.1708	1.33754	5.04434	1.12354	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	0.0635403	0.0968451	1.08488	0.555804	3.23438	4.97328
10.3937	1.41867	4.98034	1.22319	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	0.062955	0.0956196	1.07089	0.548684	1.22755	4.97328
10.6231	1.49747	4.79174	1.28229	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	0.0622155	0.0944168	1.05764	0.541841	1.22755	3.37424
10.8435	1.53071	4.75565	1.26018	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	0.06147	0.0934163	1.04494	0.535619	1.03395	3.37424
11.1119	1.58237	4.86255	1.29239	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	0.0607723	0.0926816	1.03243	0.529852	1.03395	2.23478
11.3921	1.6325	4.91519	1.30165	11.587	1.61462	11.3416	1.71179	4.85948	1.52832	0.0605538	0.0923922	1.02039	0.524794	2.04035	2.23478
11.6221	1.68745	4.83799	1.31008	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	0.0601363	0.0926336	1.00873	0.520578	2.04035	0.666722
11.85	1.75334	4.80504	1.34995	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	0.0595804	0.0932752	0.997455	0.516881	0.270614	0.666722
12.1089	1.84397	4.90677	1.46055	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	0.0592875	0.0937329	0.986742	0.512804	0.270614	1.5661
12.3519	1.87589	4.89943	1.40617	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	0.0590879	0.0959485	0.976448	0.510605	0.59241	1.5661
12.6094	1.93901	4.98265	1.43963	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	0.0593359	0.0991415	0.967009	0.509122	0.59241	0.778135
12.811	2.07176	4.88121	1.61891	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	0.0589599	0.100768	0.957529	0.506047	3.32854	0.778135
13.0809	2.18279	4.99789	1.75539	13.2198	2.66441	13.0075	2.33137	4.64258	2.01701	0.0592838	0.101944	0.949237	0.502326	3.32854	2.93663
13.2869	2.32323	4.89321	1.92624	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	0.0590849	0.102126	0.94075	0.497904	2.65404	2.93663
13.4623	2.46134	4.59289	2.02976	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	0.0585196	0.101733	0.931668	0.49344	2.65404	11.1976
13.7125	2.57957	4.59562	2.12644	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	0.0580118	0.101239	0.922889	0.488999	0.917658	11.1976
13.9319	2.68998	4.52969	2.18744	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	0.0574921	0.100806	0.914327	0.484743	0.917658	0.175045
14.1612	2.84541	4.48978	2.35041	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	0.0570149	0.100006	0.906006	0.48034	0.723501	0.175045
14.413	2.96052	4.59867	2.4397	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	0.0568715	0.0992713	0.898314	0.47604	0.723501	1.33485
14.6186	3.0323	4.54289	2.38469	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	0.0565668	0.0992102	0.8908	0.472273	2.237	1.33485
14.8513	3.19024	4.57052	2.55136	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	0.056497	0.0987386	0.883854	0.46825	2.237	3.56615
15.0625	3.38355	4.48298	2.7624	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703	0.0563974	0.0979011	0.876915	0.464369	1.11069	3.56615
15.2726	3.54896	4.33575	2.86231	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	0.0562935	0.0971286	0.869801	0.460663	1.11069	2.70833
15.488	3.73737	4.26874	3.03272	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789	0.0563108	0.0967649	0.862837	0.457552	0.611035	2.70833
15.6982	3.87158	4.21021	3.05847	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	0.0564194	0.0963039	0.856044	0.454222	0.611035	1.01002
15.92	4.01461	4.18379	3.10396	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817	0.0569271	0.0958101	0.849519	0.450839	0.195139	1.01002
16.1149	4.17147	4.0194	3.13212	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	0.0573287	0.0953835	0.842911	0.447387	0.195139	1.62994
16.3115	4.36714	3.94477	3.28466	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723	0.0577373	0.0955137	0.836444	0.444308	0.413954	1.62994
16.5222	4.53202	3.93088	3.36375	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	0.058556	0.0957425	0.830217	0.44133	0.413954	0.650299
16.699	4.69809	3.84162	3.4248	16.6039	4.67344	16.613	4.5849	3.74	3.28438	0.05906	0.0960261	0.824091	0.43836	0.508509	0.650299
16.8529	4.87479	3.56302	3.41842	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	0.0589974	0.0964918	0.818109	0.435188	0.508509	3.7457
17.0148	5.10274	3.44704	3.60633	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897	0.0587185	0.0982632	0.812352	0.43255	0.816219	3.7457
17.1865	5.26395	3.36862	3.62433	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	0.0583977	0.0996489	0.806726	0.429706	0.816219	1.47778
17.3423	5.44645	3.27614	3.69155	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028	0.0579982	0.101113	0.80126	0.426912	0.154126	1.47778
17.5006	5.60415	3.17829	3.67995	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	0.0575943	0.102012	0.795961	0.423964	0.154126	2.79941
17.6885	5.72943	3.17778	3.61529	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762	0.0572494	0.101911	0.790575	0.421189	1.31787	2.79941
17.836	5.91333	3.04261	3.6444	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	0.056866	0.101773	0.785406	0.418607	1.31787	0.669318
18.0065	6.11237	3.00014	3.73593	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027	0.0565297	0.101746	0.780245	0.415981	0.933129	0.669318
18.1595	6.31559	2.94457	3.83581	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	0.0561998	0.101847	0.775138	0.413311	0.933129	0.878603
18.2799	6.5625	2.80272	4.00718	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753	0.0558429	0.102797	0.770212	0.410643	0.919325	0.878603
18.4142	6.7709	2.69494	4.06896	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	0.0555236	0.103883	0.765414	0.408028	0.919325	0.274893
18.5589	6.90739	2.66086	3.97916	18.5422	6.76013	18.572	6.80638	2.7356	4.08867	0.0551908	0.103847	0.760601	0.405624	1.41338	0.274893
18.7097	7.11534	2.6651	4.08603	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	0.054846	0.103836	0.755838	0.403138	1.41338	0.795836
18.9046	7.25784	2.72291	3.99618	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	0.0550381	0.103274	0.751436	0.4013	3.68448	0.795836
18.9965	7.44708	2.50747	3.9562	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	0.0548469	0.102654	0.74688	0.40023	3.68448	3.62782
19.0857	7.72321	2.34389	4.16412	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098	0.0545194	0.102375	0.742367	0.398133	1.78119	3.62782
19.2086	7.92728	2.29421	4.21361	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	0.0542175	0.101998	0.737969	0.396079	1.78119	0.266119
19.2865	8.1484	2.14687	4.27772	19.132	8.12845	19.3028	8.08329	2.12266	4.40842	0.0539264	0.101642	0.73362	0.393997	1.30573	0.266119
19.3867	8.35806	2.08843	4.33968	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	0.0536534	0.101211	0.729386	0.391895	1.30573	2.1621
19.4807	8.50203	2.02176	4.22515	19.347	8.30741	19.5042	8.5289	1.90381	4.49819	0.0534036	0.100669	0.725293	0.390735	3.16353	2.1621
19.5749	8.70366	1.91801	4.22196	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	0.0531499	0.100245	0.721285	0.389981	3.16353	0.443419
19.7336	8.88395	1.96188	4.18932	20.0039	8.8906	19.6835	8.983	1.67841	4.57848	0.0531176	0.100231	0.717851	0.389971	4.02206	0.443419
19.8113	9.09722	1.81508	4.18965	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	0.0530512	0.100416	0.714344	0.390381	4.02206	0.930322
19.9379	9.33553	1.79258	4.27906	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869	0.0537514	0.100516	0.711332	0.390159	3.35104	0.930322
19.9891	9.54429	1.58715	4.2299	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	0.0541024	0.100935	0.707966	0.390858	3.35104	2.37499
20.0724	9.7961	1.49685	4.34156	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826	0.0547929	0.101117	0.704777	0.390606	1.10781	2.37499
20.1341	10.0481	1.4017	4.4711	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	0.0555437	0.101114	0.701757	0.389467	1.10781	7.40351
20.1798	10.3343	1.23738	4.62581	20.166	10.4687	20.0818	10.3863	0.968259	4.75666	0.0561588	0.100721	0.698599	0.387644	1.19667	7.40351
20.1989	10.5629	1.01155	4.58541	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	0.0563441	0.100394	0.695157	0.386113	1.19667	2.9432
20.2542	10.8483	0.885072	4.72133	20.371	11.0109	20.1663	10.864	0.722256	4.7934	0.0567579	0.0998876	0.691762	0.384187	2.22468	2.9432
20.2819	11.1095	0.744458	4.80482	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	0.0570804	0.0993782	0.688383	0.382222	2.22468	4.90351
20.3162	11.3494	0.629474	4.82028	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807	0.0575077	0.0988761	0.685079	0.380287	8.35347e-05	4.90351
20.2671	11.5879	0.276019	4.70697	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	0.057256	0.0983806	0.681682	0.378567	8.35347e-05	10.6605
20.3368	11.8302	0.248754	4.73079	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027	0.0574715	0.0978927	0.678304	0.376818	4.74274	10.6605
20.3608	12.0677	0.216426	4.81793	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	0.0579127	0.0974118	0.675081	0.374969	4.74274	3.70368
20.3437	12.3669	0.0167266	4.93942	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968	0.0580855	0.0970952	0.671814	0.373301	1.1181	3.70368
20.2967	12.5991	-0.250722	4.82325	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	0.057888	0.0967364	0.668634	0.371502	1.1181	3.29051
20.3222	12.8362	-0.306834	4.80942	20.498	12.8924	20.254	12.7933	-0.28939	4.81605	0.0579954	0.0963657	0.665444	0.369729	1.83038	3.29051
20.3128	13.0617	-0.419779	4.75955	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	0.058197	0.095948	0.662298	0.368007	1.83038	2.06953
20.2794	13.27	-0.548229	4.68815	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918	0.0582877	0.0954993	0.659196	0.366413	0.942078	2.06953
20.2423	13.5028	-0.672951	4.68834	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072	0.0583093	0.0950611	0.656137	0.364799	0.942078	1.30038
20.2178	13.7693	-0.794811	4.73423	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892	0.0584596	0.0946404	0.653121	0.363124	1.38472	1.30038
20.1653	13.9914	-0.949469	4.65737	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374	0.0585089	0.0942099	0.650148	0.361525	1.38472	0.836309
20.1059	14.2545	-1.11148	4.69059	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521	0.0584685	0.0938312	0.647235	0.359894	0.422142	0.836309
20.0348	14.4821	-1.25787	4.64967	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331	0.0583214	0.0934408	0.64438	0.358286	0.422142	1.38045
19.9212	14.7467	-1.49707	4.67446	19.781	14.773	19.934	14.6897	-1.30687	4.62805	0.0580752	0.0931812	0.641772	0.356723	1.23848	1.38045
19.8553	14.9627	-1.57152	4.63083	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944	0.0578277	0.092857	0.639085	0.355177	1.23848	3.36701
